mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_clf__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
559.3445154190064,3.0042550042745777,0.4084432125091553,0.15562129225697371,"LogisticRegression(C=10, max_iter=1000)",10,l2,"{'clf': LogisticRegression(C=10, max_iter=1000), 'clf__C': 10, 'clf__penalty': 'l2'}",0.8424635332252837,0.8575364667747164,0.84935170178282,0.562201150822595,0.6840100494367453,0.7591125804084321,0.11763693555107005,1
529.5283466339112,27.331124786811444,1.2583955764770507,0.11561548028547454,"LogisticRegression(C=10, max_iter=1000)",1,l2,"{'clf': LogisticRegression(C=10, max_iter=1000), 'clf__C': 1, 'clf__penalty': 'l2'}",0.853160453808752,0.8683954619124797,0.8588330632090762,0.5498014425804361,0.6412188994245887,0.7542818641870663,0.13290998360518871,2
394.27295861244204,16.384408759995225,0.7391846179962158,0.1389711879780539,"LogisticRegression(C=10, max_iter=1000)",0.5,l2,"{'clf': LogisticRegression(C=10, max_iter=1000), 'clf__C': 0.5, 'clf__penalty': 'l2'}",0.8594813614262561,0.8713938411669367,0.8629659643435981,0.5410487073506767,0.6224977712942702,0.7514775291163476,0.14098970730971264,3
